X,Y,OBJECTID,Injury,Fatality,Year,CollisionType,Weather,Light,RoadSurface,TrafficControl,City,CrashSeverity
-88.196189820735583,40.116290630753042,255,1,0,2005,Pedestrian,Clear,Daylight,Dry,No Controls,Urbana,B-Injury
-88.167865894668921,40.113338475494622,256,1,0,2005,Pedestrian,Clear,Daylight,Dry,No Controls,Urbana,A-Injury
-88.215699771937309,40.116469899230061,257,1,0,2005,Pedestrian,Clear,"Darkness, lighted road",Wet,Traffic Signal,Urbana,B-Injury
-88.209026318242209,40.11653275718507,258,1,0,2005,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Urbana,A-Injury
-88.243548970177699,40.122134752194881,259,1,0,2005,Pedestrian,Clear,"Darkness, lighted road",Dry,Stop Sign/Flasher,Champaign,B-Injury
-88.25180956947996,40.125547490020487,260,1,0,2005,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,A-Injury
-88.262703644660448,40.127246986623675,261,1,0,2005,Pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,C-Injury
-88.268454684522183,40.127324834300666,262,1,0,2005,Pedestrian,Clear,Daylight,Dry,Other Warning Sign,Champaign,C-Injury
-88.276962873149245,40.127430977381245,263,1,0,2005,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Champaign,B-Injury
-88.286051488904192,40.112943744064012,264,1,0,2005,Pedestrian,Clear,Dusk,Dry,Traffic Signal,Champaign,B-Injury
-88.272413832735381,40.112816410973643,265,1,0,2005,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,B-Injury
-88.278439097138687,40.111059197453443,266,1,0,2005,Pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,B-Injury
-88.230247325679173,40.110311893763019,267,1,0,2005,Pedestrian,Clear,"Darkness, lighted road",Dry,No Controls,Champaign,B-Injury
-88.240305653463963,40.110225883938682,268,1,0,2005,Pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,B-Injury
-88.233590715557,40.110278234063649,269,1,0,2005,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Champaign,B-Injury
-88.273438256771712,40.105093616745656,270,0,1,2005,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,Fatal
-88.229212472092684,40.104195194403772,271,1,0,2005,Pedestrian,Rain,"Darkness, lighted road",Wet,No Controls,Champaign,B-Injury
-88.230285623850605,40.104194775236898,272,1,0,2005,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Champaign,B-Injury
-88.238298557540006,40.104112748521956,273,1,0,2005,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,B-Injury
-88.243845803232546,40.102705519175316,274,1,0,2005,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Champaign,B-Injury
-88.22010863067058,40.099394070517285,275,1,0,2005,Pedestrian,Clear,Daylight,Dry,No Controls,Urbana,B-Injury
-88.222108635709787,40.098156995898712,276,1,0,2005,Pedestrian,Clear,Daylight,Dry,Other,Urbana,A-Injury
-88.253435145302845,40.094086033406185,277,1,0,2005,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,A-Injury
-88.19850892097287,40.083773955238833,278,1,0,2005,Pedestrian,Clear,"Darkness, lighted road",Dry,No Controls,Urbana,B-Injury
-88.233335463916902,40.09810827237326,279,1,0,2007,Pedestrian,Clear,Dusk,Wet,Unknown,Champaign,B-Injury
-88.232053509853571,40.10544084466634,280,1,0,2007,Pedestrian,Rain,Daylight,Wet,Unknown,Champaign,C-Injury
-88.232065862187625,40.107987382795855,281,1,0,2007,Pedestrian,Fog/Smoke/Haze,Darkness,Ice,Unknown,Champaign,A-Injury
-88.211962078428087,40.098276489022034,282,0,1,2007,Pedestrian,Clear,"Darkness, lighted road",Dry,Unknown,Urbana,Fatal
-88.201934836895816,40.122030730191462,283,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Urbana,A-Injury
-88.205000954686398,40.116286779064559,284,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Urbana,A-Injury
-88.253206051309377,40.127207970838306,285,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Champaign,B-Injury
-88.268906947554456,40.127319716529186,286,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Champaign,A-Injury
-88.219514338006363,40.120098234576972,287,1,0,2007,Pedestrian,Clear,Dusk,Dry,Unknown,Urbana,A-Injury
-88.219405811170276,40.112850997478525,288,0,0,2007,Pedestrian,Rain,"Darkness, lighted road",Wet,Unknown,Urbana,Property Damage
-88.225625476845408,40.112810195017239,289,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Urbana,B-Injury
-88.262564774943925,40.116358083831457,290,1,0,2007,Pedestrian,Clear,Darkness,Dry,Unknown,Champaign,A-Injury
-88.243501739940029,40.111637466449402,291,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Champaign,B-Injury
-88.25793223717011,40.118288048754387,292,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Champaign,B-Injury
-88.257895812670228,40.116316237353701,293,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Champaign,C-Injury
-88.208924766736686,40.112499060607284,294,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Urbana,A-Injury
-88.245239015444525,40.118318400947622,295,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Champaign,A-Injury
-88.267344308122787,40.116378047415608,296,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Champaign,C-Injury
-88.246866279993981,40.1183166139364,297,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Champaign,C-Injury
-88.246893941516007,40.125487040373677,298,0,1,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Champaign,Fatal
-88.219503411559003,40.120646175806527,299,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Urbana,A-Injury
-88.21925659478876,40.105986596723582,300,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Urbana,A-Injury
-88.245357131597359,40.131431746003948,301,1,0,2007,Pedestrian,Clear,Darkness,Dry,Unknown,Champaign,B-Injury
-88.243617008662454,40.129647037211036,302,1,0,2007,Pedestrian,Clear,"Darkness, lighted road",Wet,Unknown,Champaign,B-Injury
-88.229108542277743,40.107998937128983,303,1,0,2007,Pedestrian,Clear,Daylight,Wet,Unknown,Champaign,C-Injury
-88.238724002322442,40.110788133989985,304,1,0,2007,Pedestrian,Rain,"Darkness, lighted road",Wet,Unknown,Champaign,C-Injury
-88.271746945768641,40.128739436666336,305,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Champaign,C-Injury
-88.191482616278535,40.101677493057643,306,1,0,2007,Pedestrian,Clear,Daylight,Other,Unknown,Urbana,B-Injury
-88.287922722114132,40.091488254836833,307,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Champaign,B-Injury
-88.267038821287741,40.127466369651408,308,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Champaign,B-Injury
-88.228396620178103,40.110384777501466,309,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Urbana,B-Injury
-88.240404116169316,40.110208244111078,310,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Champaign,C-Injury
-88.25009428303278,40.118112557501853,311,1,0,2007,Pedestrian,Rain,Daylight,Wet,Unknown,Champaign,A-Injury
-88.221716126266841,40.109087528598032,312,1,0,2007,Pedestrian,Clear,Daylight,Unknown,Unknown,Urbana,A-Injury
-88.208860827145699,40.108953292655634,313,1,0,2007,Pedestrian,Clear,Daylight,Wet,Unknown,Urbana,C-Injury
-88.246679433861445,40.116348479081346,314,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Champaign,C-Injury
-88.236950400725505,40.110267676346588,315,1,0,2007,Pedestrian,Rain,"Darkness, lighted road",Wet,Unknown,Champaign,B-Injury
-88.235111468134861,40.119327726654539,316,2,0,2007,Pedestrian,Clear,"Darkness, lighted road",Dry,Unknown,Champaign,C-Injury
-88.26818580656267,40.127316874917298,317,0,1,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Champaign,Fatal
-88.230416022227118,40.109420171736375,318,2,0,2007,Pedestrian,Clear,"Darkness, lighted road",Dry,Unknown,Champaign,B-Injury
-88.266462011079298,40.098414367354337,319,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Champaign,B-Injury
-88.265516676624316,40.127335992210241,320,1,0,2007,Pedestrian,Clear,Daylight,Dry,Unknown,Champaign,B-Injury
-88.152376980530775,40.308226385173398,326,1,0,2008,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Rantoul,C-Injury
-88.153712454807334,40.306979704650779,327,1,0,2008,Pedestrian,Clear,Daylight,Dry,No Controls,Rantoul,C-Injury
-88.281762527809434,40.112888253486616,328,1,0,2008,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,B-Injury
-88.230325774012471,40.116371499476017,329,1,0,2008,Pedestrian,Clear,Daylight,Wet,No Controls,Champaign,B-Injury
-88.214462610556609,40.118348537428936,330,1,0,2008,Pedestrian,Rain,"Darkness, lighted road",Wet,Stop Sign/Flasher,Urbana,A-Injury
-88.228937290593592,40.116406741507859,331,1,0,2008,Pedestrian,Rain,"Darkness, lighted road",Wet,Traffic Signal,Champaign,B-Injury
-88.257909220308235,40.118276953415901,332,1,0,2008,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Champaign,A-Injury
-88.239676663810272,40.124937879563127,333,1,0,2008,Pedestrian,Clear,Daylight,Snow or Slush,No Controls,Champaign,B-Injury
-88.235050567785862,40.110280416999167,334,1,0,2008,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,A-Injury
-88.230455033837515,40.112688044168507,335,1,0,2008,Pedestrian,Clear,"Darkness, lighted road",Dry,Traffic Signal,Champaign,B-Injury
-88.235363898643598,40.119334268202252,336,1,0,2008,Pedestrian,Clear,Dusk,Dry,Unknown,Champaign,C-Injury
-88.239114758651738,40.149397521495423,337,1,0,2008,Pedestrian,Clear,"Darkness, lighted road",Dry,Traffic Signal,Champaign,C-Injury
-88.241445756864579,40.098056888764397,338,1,0,2008,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Champaign,B-Injury
-88.15234671867664,40.306998298869189,339,0,0,2008,Pedestrian,Clear,Daylight,Dry,No Controls,Rantoul,Property Damage
-88.162395467226062,40.095855012204652,340,0,1,2008,Pedestrian,Clear,Darkness,Dry,No Controls,Unincorporated,Fatal
-88.205007017525347,40.112455912706224,341,1,0,2008,Pedestrian,Rain,"Darkness, lighted road",Wet,Traffic Signal,Urbana,B-Injury
-88.202650631402108,40.105663248633093,342,1,0,2008,Pedestrian,Clear,Daylight,Dry,No Controls,Urbana,B-Injury
-88.228432386105695,40.110381083137227,343,1,0,2008,Pedestrian,Clear,Daylight,Ice,No Controls,Urbana,A-Injury
-88.223864352500684,40.105967456610585,344,1,0,2008,Pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,B-Injury
-88.238926518225696,40.135266477316179,345,1,0,2008,Pedestrian,Rain,Daylight,Wet,Stop Sign/Flasher,Champaign,B-Injury
-88.257963989114657,40.126286268782678,346,1,0,2008,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,C-Injury
-88.246874540029168,40.120218843817632,347,1,0,2008,Pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,A-Injury
-88.281276276816683,40.105600444770033,348,1,0,2008,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,B-Injury
-88.223994697468726,40.112818634239126,349,1,0,2008,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Urbana,A-Injury
-88.136497484703341,40.310430552595101,350,2,0,2008,Pedestrian,Clear,"Darkness, lighted road",Dry,No Controls,Rantoul,B-Injury
-88.218251443628773,40.110611418050588,351,1,0,2008,Pedestrian,Clear,Darkness,Dry,No Controls,Urbana,A-Injury
-88.276998324903531,40.130752935939547,352,1,0,2008,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,B-Injury
-88.28579483056285,40.098387756548284,353,1,0,2008,Pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,B-Injury
-88.365043508630578,40.207377746756634,354,3,0,2008,Pedestrian,Clear,Darkness,Dry,No Controls,Unincorporated,B-Injury
-88.257994815221707,40.146526472696138,355,1,0,2008,Pedestrian,Clear,"Darkness, lighted road",Dry,Traffic Signal,Champaign,B-Injury
-88.245224306647529,40.117367167732453,356,1,0,2008,Pedestrian,Rain,Daylight,Wet,Traffic Signal,Champaign,B-Injury
-88.376318054572096,40.196801505005503,357,1,0,2008,Pedestrian,Clear,Darkness,Dry,Lane Use Marking,Mahomet,B-Injury
-88.262535164240077,39.986407440295636,358,1,0,2008,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Tolono,C-Injury
-88.28601568401541,40.109316257010285,359,1,0,2008,Pedestrian,Rain,Daylight,Wet,Stop Sign/Flasher,Champaign,C-Injury
-88.232056223510298,40.110307503046997,360,1,0,2008,Pedestrian,Clear,"Darkness, lighted road",Dry,No Controls,Champaign,A-Injury
-88.219136349415933,40.100656560987829,361,1,0,2008,Pedestrian,Rain,"Darkness, lighted road",Wet,Traffic Signal,Urbana,B-Injury
-88.215625042828179,40.116457663303443,362,1,0,2008,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Urbana,A-Injury
-88.207416319469033,40.112467906324312,363,0,0,2008,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Urbana,Property Damage
-88.23357611714718,40.11028837977436,364,1,0,2008,Pedestrian,Snow,Daylight,Snow or Slush,Traffic Signal,Champaign,C-Injury
-88.295164544170859,40.088687739346305,365,1,0,2008,Pedestrian,Clear,Daylight,Wet,No Controls,Champaign,A-Injury
-88.24353446424783,40.121127120808197,366,1,0,2008,Pedestrian,Clear,Dusk,Dry,Traffic Signal,Champaign,B-Injury
-88.24961460372252,40.098105616711031,367,1,0,2008,Pedestrian,Clear,Dusk,Dry,No Controls,Champaign,B-Injury
-88.277197230562436,40.137513535743842,368,1,0,2008,Pedestrian,Snow,Dusk,Snow or Slush,No Controls,Champaign,B-Injury
-88.208874874456882,40.109227958862739,369,1,0,2008,Pedestrian,Rain,"Darkness, lighted road",Wet,Stop Sign/Flasher,Urbana,B-Injury
-88.214435758789264,40.116467769354855,370,0,1,2009,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Urbana,Fatal
-88.19376700611447,40.134553272705858,371,1,0,2009,Pedestrian,Clear,Darkness,Dry,Lane Use Marking,Urbana,C-Injury
-88.296142986439691,40.109362042026632,372,1,0,2009,Pedestrian,Clear,Darkness,Dry,No Controls,Champaign,A-Injury
-88.25763531055226,40.098157491136348,373,1,0,2009,Pedestrian,Clear,Daylight,Wet,Traffic Signal,Champaign,B-Injury
-88.233496220297212,40.104147212295651,374,1,0,2009,Pedestrian,Clear,"Darkness, lighted road",Dry,Traffic Signal,Champaign,B-Injury
-88.297353986195759,40.090767906812182,375,1,0,2009,Pedestrian,Snow,Daylight,Snow or Slush,No Controls,Unincorporated,B-Injury
-88.282835214429582,40.112898865475003,376,2,0,2009,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Champaign,C-Injury
-88.281284174993601,40.106149698601712,377,2,0,2009,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,C-Injury
-88.254119501452678,40.112657334193116,378,1,0,2009,Pedestrian,Clear,Darkness,Dry,No Controls,Champaign,A-Injury
-88.24515800294229,40.112872201727875,379,1,0,2009,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,B-Injury
-88.243514834669071,40.116367077871097,380,1,0,2009,Pedestrian,Unknown,Daylight,Wet,Traffic Signal,Champaign,C-Injury
-88.26892523433888,40.129907462496121,381,1,0,2009,Pedestrian,Clear,"Darkness, lighted road",Dry,No Controls,Champaign,B-Injury
-88.245047217419483,40.112596985397424,382,1,0,2009,Pedestrian,Clear,"Darkness, lighted road",Dry,Traffic Signal,Champaign,B-Injury
-88.365325949880742,40.198063436348292,383,0,1,2009,Pedestrian,Clear,Darkness,Dry,No Controls,Unincorporated,Fatal
-88.226495661589084,40.112764810649047,384,1,0,2009,Pedestrian,Clear,"Darkness, lighted road",Dry,School Zone,Urbana,B-Injury
-88.205007024206438,40.112457303935095,385,1,0,2009,Pedestrian,Clear,Daylight,Unknown,Traffic Signal,Urbana,C-Injury
-88.20497444619501,40.116327098653663,386,1,0,2009,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Urbana,B-Injury
-88.23540532831251,40.11127726735014,387,1,0,2009,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,C-Injury
-88.245394069700609,40.122156946119425,388,1,0,2009,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,B-Injury
-88.203711779839153,40.105647315625845,389,1,0,2009,Pedestrian,Clear,Daylight,Wet,No Controls,Urbana,C-Injury
-88.258925444252469,39.98607945303079,390,1,0,2009,Pedestrian,Other,Daylight,Dry,No Controls,Tolono,B-Injury
-88.246854721831198,40.116348393779589,391,1,0,2009,Pedestrian,Clear,Daylight,Dry,Police/Flagman,Champaign,C-Injury
-88.349654430933697,40.315723129122802,392,1,0,2009,Pedestrian,Clear,Daylight,Dry,No Controls,Fisher,A-Injury
-88.252168648130933,40.142403647012955,393,1,0,2009,Pedestrian,Clear,Daylight,Unknown,No Controls,Champaign,B-Injury
-88.276605404874402,40.104574833088066,394,1,0,2009,Pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,A-Injury
-88.206314628010389,40.112487686177204,395,1,0,2009,Pedestrian,Clear,Daylight,Dry,No Controls,Unincorporated,B-Injury
-88.207684456708904,40.124796743655111,396,1,0,2009,Pedestrian,Clear,"Darkness, lighted road",Dry,No Controls,Urbana,C-Injury
-88.219325217298064,40.110577063642168,397,1,0,2009,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Urbana,B-Injury
-88.219325212314274,40.110576622498002,398,1,0,2009,Pedestrian,Clear,"Darkness, lighted road",Dry,Traffic Signal,Urbana,B-Injury
-88.238821189611514,40.125617482563413,399,1,0,2009,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,B-Injury
-88.219486959784973,40.12370339798322,400,1,0,2009,Pedestrian,Unknown,Daylight,Dry,Unknown,Urbana,B-Injury
-88.223881822900566,40.135064956149208,401,0,1,2009,Pedestrian,Clear,"Darkness, lighted road",Dry,Lane Use Marking,Urbana,Fatal
-88.276994788550297,40.127417776336898,402,1,0,2009,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Champaign,B-Injury
-88.223864359038117,40.105967838736476,403,1,0,2009,Pedestrian,Rain,Daylight,Wet,Stop Sign/Flasher,Urbana,C-Injury
-88.204604469471022,40.112487704569226,404,1,0,2009,Pedestrian,Rain,Daylight,Wet,No Controls,Urbana,A-Injury
-88.238696998547084,40.107954388830713,405,1,0,2009,Pedestrian,Clear,Daylight,Dry,Other Warning Sign,Champaign,A-Injury
-88.237027896183804,40.112646787747252,406,1,0,2009,Pedestrian,Clear,Darkness,Dry,No Controls,Champaign,C-Injury
-88.233568441701891,40.116362959541327,407,1,0,2009,Pedestrian,Rain,Darkness,Wet,Traffic Signal,Champaign,A-Injury
-88.223748017500156,40.095933913096729,408,1,0,2009,Pedestrian,Clear,Daylight,Dry,No Controls,Urbana,B-Injury
-88.225615395351227,40.112777194090597,409,1,0,2009,Pedestrian,Clear,"Darkness, lighted road",Dry,Other,Urbana,B-Injury
-88.228767000774909,40.117367361872354,410,2,0,2009,Pedestrian,Clear,"Darkness, lighted road",Dry,No Controls,Urbana,A-Injury
-88.021395555432065,40.309528921613804,411,1,0,2009,Pedestrian,Clear,Daylight,Dry,No Controls,Gifford,C-Injury
-88.198997119073624,40.116336162024034,412,1,0,2009,Pedestrian,Clear,Darkness,Dry,No Controls,Urbana,B-Injury
-88.24347584998965,40.11022879030385,413,1,0,2009,Pedestrian,Rain,"Darkness, lighted road",Wet,Other,Champaign,B-Injury
-88.235405024765882,40.110278357532231,414,1,0,2009,Pedestrian,Clear,"Darkness, lighted road",Dry,Stop Sign/Flasher,Champaign,B-Injury
-88.410362177899714,40.200230355364276,415,0,1,2006,Pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,Mahomet,Fatal
-88.400906862432265,40.194339522750582,416,1,0,2006,Pedestrian,Clear,Daylight,Dry,No Controls,Mahomet,A-Injury
-88.234760060115931,40.18553021061156,417,1,0,2006,Pedestrian,Clear,Darkness,Dry,No Controls,Unincorporated,B-Injury
-88.072360764029909,40.11339020483706,418,1,0,2006,Pedestrian,Clear,Daylight,Dry,No Controls,Unincorporated,B-Injury
-88.152447564078699,40.069355644181044,419,1,0,2006,Pedestrian,Clear,Daylight,Dry,No Controls,Unincorporated,B-Injury
-88.203555501493696,40.118987934320849,420,2,0,2006,Pedestrian,Clear,Darkness,Dry,No Controls,Urbana,B-Injury
-88.19058786426001,40.091507940810111,421,1,0,2006,Pedestrian,Clear,Daylight,Dry,No Controls,Urbana,A-Injury
-88.281281889326209,40.106148060388932,422,1,0,2006,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,C-Injury
-88.273165143370974,40.139347762830205,423,1,0,2006,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,C-Injury
-88.205003989700202,40.113575718718579,424,1,0,2006,Pedestrian,Clear,Daylight,Dry,No Controls,Urbana,A-Injury
-88.205004849299584,40.103697776378425,425,1,0,2006,Pedestrian,Rain,Daylight,Wet,School Zone,Urbana,B-Injury
-88.233583413652141,40.109098017164001,426,1,0,2006,Pedestrian,Clear,Darkness,Wet,No Controls,Champaign,A-Injury
-88.233522751693712,40.10542138401091,427,1,0,2006,Pedestrian,Rain,Darkness,Wet,Other Warning Sign,Champaign,A-Injury
-88.23357728797528,40.107978374952971,428,1,0,2006,Pedestrian,Rain,Daylight,Wet,Traffic Signal,Champaign,B-Injury
-88.230455463240233,40.111539071335322,429,1,0,2006,Pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,C-Injury
-88.230456917307322,40.110327168340646,430,1,0,2006,Pedestrian,Clear,"Darkness, lighted road",Dry,Traffic Signal,Champaign,B-Injury
-88.228948192119972,40.11149543128839,431,1,0,2006,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Champaign,B-Injury
-88.243626582945069,40.128449225063967,432,1,0,2006,Pedestrian,Clear,"Darkness, lighted road",Dry,No Controls,Champaign,A-Injury
-88.243536683585162,40.12122072981672,433,1,0,2006,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,A-Injury
-88.24842122692371,40.143739770423622,434,1,0,2006,Pedestrian,Clear,Darkness,Dry,No Controls,Champaign,A-Injury
-88.245216746631954,40.11635703746213,435,1,0,2006,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Champaign,C-Injury
-88.24524583289319,40.127187388285897,436,1,0,2006,Pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,B-Injury
-88.246852645878633,40.116349247056242,437,1,0,2006,Pedestrian,Rain,Daylight,Wet,Traffic Signal,Champaign,A-Injury
-88.219258070757078,40.105984324949347,438,2,0,2006,Pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,A-Injury
-88.219312282527625,40.110594197144756,439,1,0,2006,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Urbana,C-Injury
-88.223994868829223,40.112818570439835,440,1,0,2006,Pedestrian,Rain,Daylight,Wet,Traffic Signal,Urbana,B-Injury
-88.223874974967046,40.107019276855915,441,1,0,2006,Pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,B-Injury
-88.272466313864555,40.120041603594785,442,1,0,2006,Pedestrian,Clear,Dusk,Dry,No Controls,Champaign,A-Injury
-88.276467322325644,40.102375917552301,443,1,0,2006,Pedestrian,Rain,Darkness,Wet,No Controls,Champaign,B-Injury
-88.216055930623497,40.11278804420305,444,3,0,2006,Pedestrian,Clear,"Darkness, lighted road",Dry,No Controls,Urbana,A-Injury
-88.21940531187343,40.112848105838076,445,1,0,2006,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Urbana,C-Injury
-88.236891223024926,40.11932631525935,446,1,0,2006,Pedestrian,Clear,"Darkness, lighted road",Wet,No Controls,Champaign,A-Injury
-88.209025835199654,40.116516649198893,447,1,0,2006,Pedestrian,Clear,Darkness,Dry,Traffic Signal,Urbana,B-Injury
-88.221856873249052,40.120082608580518,448,5,0,2006,Pedestrian,Rain,Darkness,Wet,No Controls,Urbana,B-Injury
-88.26524949784141,40.127326725002355,449,1,0,2006,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,A-Injury
-88.237030573805725,40.130381466274507,450,1,0,2006,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,A-Injury
-88.184430150880971,40.142036122427456,451,0,1,2006,Pedestrian,Clear,Darkness,Dry,No Controls,Urbana,Fatal
-88.270702371971268,40.146385398190496,452,1,0,2006,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,B-Injury
-88.2255566201938,40.110567366083984,453,1,0,2006,Pedestrian,Clear,Daylight,Dry,No Controls,Urbana,C-Injury
-88.229284707103361,40.112654720357988,454,1,0,2006,Pedestrian,Clear,Daylight,Dry,Lane Use Marking,Champaign,B-Injury
-88.286959151553901,40.112934968720587,455,1,0,2006,Pedestrian,Clear,Darkness,Dry,Lane Use Marking,Champaign,A-Injury
-88.238715301683769,40.110240089098063,456,1,0,2006,Pedestrian,Rain,"Darkness, lighted road",Wet,Traffic Signal,Champaign,C-Injury
-88.243494476071845,40.110229310127487,457,1,0,2006,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Champaign,C-Injury
-88.237066153122555,40.110267652924406,458,1,0,2006,Pedestrian,Rain,Darkness,Wet,No Controls,Champaign,B-Injury
-88.221882393861733,40.10415888504285,459,1,0,2006,Pedestrian,Rain,"Darkness, lighted road",Wet,Stop Sign/Flasher,Urbana,B-Injury
-88.194704720152771,40.094748430999637,460,1,0,2006,Pedestrian,Clear,"Darkness, lighted road",Dry,No Controls,Urbana,B-Injury
-88.194491251486909,40.094753899723379,461,1,0,2006,Pedestrian,Clear,Daylight,Dry,No Controls,Urbana,C-Injury
